,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
177,Speech/Remark,Russia/Ukraine: Press remarks by High Representative Josep Borrell after extraordinary informal meeting of EU Foreign Ministers,22.02.2022,https://www.eeas.europa.eu/eeas/russiaukraine-press-remarks-high-representative-josep-borrell-after-extraordinary-informal-meeting-0_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || Human Rights & Democracy || Peace, Security and Defence || Ukraine"
178,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,21.02.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || Foreign Affairs Council || Gulf Cooperation Council (GCC) || Human Rights & Democracy || Peace, Security and Defence || Ukraine || Western Balkans"
179,Statement/Declaration,Declaration by the High Representative on behalf of the EU on the situation in eastern Ukraine and the Russian military build-up,19.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/19/declaration-by-the-high-representative-on-behalf-of-the-eu-on-the-situation-in-eastern-ukraine-and-the-russian-military-build-up/,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || Organisation for Security&Co-operation in Europe (OSCE) || Peace, Security and Defence || Ukraine"
180,Statement/Declaration,G7 Foreign Ministers’ Statement on Russia and Ukraine,19.02.2022,https://www.eeas.europa.eu/eeas/g7-foreign-ministers%E2%80%99-statement-russia-and-ukraine-0_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || Organisation for Security&Co-operation in Europe (OSCE) || Peace, Security and Defence || Ukraine"
181,Press release,"Russia/Ukraine: High Representative Borrell in multilateral coordination talks with US Secretary Blinken, NATO Secretary-General Stoltenberg and the OSCE Chairmanship-in-Office",19.01.2022,https://www.eeas.europa.eu/eeas/russiaukraine-high-representative-borrell-multilateral-coordination-talks-us-secretary-blinken-nato_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || NATO || North America || Organisation for Security&Co-operation in Europe (OSCE) || Peace, Security and Defence || Ukraine"
182,Press release,Russia/Ukraine: Transatlantic coordination continues - High Representative spoke to US Secretary of State,15.01.2022,https://www.eeas.europa.eu/eeas/russiaukraine-transatlantic-coordination-continues-high-representative-spoke-us-secretary-state_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || North America || Peace, Security and Defence || Ukraine"
183,Press release,Transatlantic cooperation on Russia and Ukraine: High Representative Josep Borrell spoke to US Secretary of State Antony Blinken,08.01.2022,https://www.eeas.europa.eu/eeas/transatlantic-cooperation-russia-and-ukraine-high-representative-josep-borrell-spoke-us-secretary_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || North America || Peace, Security and Defence || Ukraine"
184,Press release,Ukraine: High Representative Josep Borrell visited Ukraine to reconfirm EU’s support against external threats,06.01.2022,https://www.eeas.europa.eu/eeas/ukraine-high-representative-josep-borrell-visited-ukraine-reconfirm-eu%E2%80%99s-support-against-external_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || Peace, Security and Defence || Ukraine"
185,Press release,Ukraine : High Representative Josep Borrell speaks with NATO Secretary General Jens Stoltenberg ahead of his visit,04.01.2022,https://www.eeas.europa.eu/eeas/ukraine-high-representative-josep-borrell-speaks-nato-secretary-general-jens-stoltenberg-ahead-his_en,Ukraine,"Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || NATO || Peace, Security and Defence || Ukraine"
186,Press release,New EU programme to support readiness for vaccination efforts in Eastern Partnership countries with WHO,11.02.2021,https://ec.europa.eu/commission/presscorner/detail/en/IP_21_522,Ukraine,Coronavirus || Development Cooperation || Health
187,Press release,COVID-19: Council adopts €3 billion assistance package to support neighbouring partners,20.05.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/05/20/covid-19-council-adopts-3-billion-assistance-package-to-support-neighbouring-partners/,Ukraine,Coronavirus || Coronavirus COVID19 || Eastern Europe || Europe and Central Asia || Middle East & North Africa (MENA) || Western Balkans
188,Press release,COVID-19: Council greenlights €3 billion assistance package to support neighbouring countries,05.05.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/05/05/covid-19-council-greenlights-3-billion-assistance-package-to-support-neighbouring-countries/?utm_source=dsms-auto&utm_medium=email&utm_campaign=COVID-19%3a+Council+greenlights+%e2%82%ac3+billion+assistance+package+to+support+neighbouring+countries,Ukraine,Coronavirus || Eastern Europe || Europe and Central Asia || Middle East & North Africa (MENA) || Western Balkans
189,Press release,Coronavirus: Commission proposes €3 billion macro-financial assistance package to support ten neighbouring countries,22.04.2020,https://ec.europa.eu/commission/presscorner/detail/en/ip_20_716,Ukraine,Coronavirus || Eastern Europe || Europe and Central Asia || Middle East & North Africa (MENA) || Western Balkans
190,Press release,Ukraine: phone call between High Representative/Vice President Josep Borrell and Foreign Minister Dmytro Kuleba,22.04.2020,https://www.eeas.europa.eu/eeas/ukraine-phone-call-between-high-representativevice-president-josep-borrell-and-foreign-minister_en,Ukraine,Coronavirus || Eastern Europe || Europe and Central Asia
191,Press release,Ukraine: €13 million in humanitarian aid for conflict affected population,16.04.2020,https://ec.europa.eu/commission/presscorner/detail/en/IP_20_673,Ukraine,Coronavirus || Eastern Europe || Europe and Central Asia || Humanitarian & Emergency Response
192,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,17.10.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting-1_en,Ukraine,"Council of Europe || Foreign Affairs Council || Peace, Security and Defence || Ukraine"
193,Press release,Ukraine: The EEAS hosts an “orphaned” exhibition of contemporary art,15.07.2022,https://www.eeas.europa.eu/eeas/ukraine-eeas-hosts-%E2%80%9Corphaned%E2%80%9D-exhibition-contemporary-art_en,Ukraine,Cultural Diplomacy || Ukraine
194,Press release,Albania: HR/VP Borrell visited Tirana to discuss global impact of the war against Ukraine and reaffirm support for EU accession,16.03.2022,https://www.eeas.europa.eu/eeas/albania-hrvp-borrell-visited-tirana-discuss-global-impact-war-against-ukraine-and-reaffirm-support_en,Ukraine,"Culture || EU Enlargement & Neighbourhood || Peace, Security and Defence"
195,Press release,Ukraine and EU held the second round of the UA-EU Cybersecurity Dialogue,29.09.2022,https://www.eeas.europa.eu/eeas/ukraine-and-eu-held-second-round-ua-eu-cybersecurity-dialogue_en,Ukraine,"Cybercrime || Peace, Security and Defence || Ukraine"
196,Statement/Declaration,Russian cyber operations against Ukraine: Declaration by the High Representative on behalf of the European Union,10.05.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/05/10/russian-cyber-operations-against-ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union,Ukraine,"cyber security || EU Security, Defence and Crisis Response || Ukraine"
197,Statement/Declaration,International Day of Democracy: Joint Statement by the High Representative/Vice-President Josep Borrell and Vice-President Dubravka Šuica,15.09.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_5545,Ukraine,Democracy and Human Rights
198,Speech/Remark,Foreign Affairs Council (Development): Press remarks by High Representative Josep Borrell upon arrival,04.05.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-development-press-remarks-high-representative-josep-borrell-upon-arrival_en,Ukraine,Development Coooperation
199,Speech/Remark,Foreign Affairs Council (Development): Press remarks by High Representative Josep Borrell ahead of the meeting,20.05.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-development-press-remarks-high-representative-josep-borrell-ahead-meeting_en,Ukraine,Development Cooperation || Migration || Refugee protection & Migration || Ukraine
200,Statement/Declaration,Anniversary of the Chornobyl accident: Joint statement by the High Representative/Vice-President Josep Borrell and Commissioner for Energy Kadri Simson,26.04.2022,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_22_2662,Ukraine,"DISARMAMENT || Disarmament, Non-Proliferation, and Arms Export Control"
201,Statement/Declaration,Nuclear Safety: Joint statement on the safety and security of civil nuclear facilities in armed conflicts,21.09.2022,https://www.eeas.europa.eu/eeas/nuclear-safety-joint-statement-safety-and-security-civil-nuclear-facilities-armed-conflicts_en,Ukraine,"Disarmament, Non-Proliferation, and Arms Export Control || JCPOA || Nuclear Safety || Peace, Security and Defence || Ukraine"
202,Statement/Declaration,Non-Proliferation of Nuclear Weapons Treaty: Statement by the High Representative Josep Borrell on the occasion of the closure of the Tenth Review Conference of the Parties,29.08.2022,https://www.eeas.europa.eu/eeas/non-proliferation-nuclear-weapons-treaty-statement-high-representative-josep-borrell-occasion_en,Ukraine,"Disarmament, Non-Proliferation, and Arms Export Control || EU Security, Defence and Crisis Response || Ukraine"
203,Statement/Declaration,"International Day Against Homophobia, Biphobia and Transphobia: Statement by the High Representative on behalf of the European Union",16.05.2023,https://nsl.consilium.europa.eu/dg/l/104100/54ksefxx7kn2bys7u5pcx2u4ptfkv6yvztg36maa3dbbi2iwjq2fupsih3kq4buzqm33rnqbi6kz2/2ucwutw5r3hhupvclb7w3dlx2y,Ukraine,Diversity || Gender and Diversity || LGBTI || LGBTIQ || UDHR 75
204,Statement/Declaration,International Day for the Elimination of Racial Discrimination 2023: Statement by the High Representative on behalf of the European Union,19.03.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/03/19/international-day-for-the-elimination-of-racial-discrimination-2023-statement-by-the-high-representative-on-behalf-of-the-european-union/?utm_source=dsms-auto&utm_medium=email&utm_campaign=International+Day+for+the+Elimination+of+Racial+Discrimination+2023%3a+Statement+by+the+High+Representative+on+behalf+of+the+European+Union,Ukraine,Diversity || UDHR 75
205,Speech/Remark,Foreign Affairs Council (Defence): Remarks by High Representative Josep Borrell at the press conference,23.05.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-defence-remarks-high-representative-josep-borrell-press-conference-1_en,Ukraine,E-READI || Ukraine
206,Statement/Declaration,Russia: Statement by the Spokesperson on intentions to hold “elections” in occupied territories of Ukraine,17.06.2023,https://www.eeas.europa.eu/eeas/russia-statement-spokesperson-intentions-hold-%E2%80%9Celections%E2%80%9D-occupied-territories-ukraine_en,Ukraine,Eastern Europe || Ukraine
207,Speech/Remark,Foreign Affairs Council (Defence): Press remarks by High Representative Josep Borrell upon arrival,23.05.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-defence-press-remarks-high-representative-josep-borrell-upon-arrival-0_en,Ukraine,Eastern Europe || EUROPEAN PEACE FACILITY || PESCO || Ukraine
208,Statement/Declaration,Russia: Statement by the High Representative on threats against the International Criminal Court,22.05.2023,https://www.eeas.europa.eu/eeas/russia-statement-high-representative-threats-against-international-criminal-court-0_en,Ukraine,Eastern Europe
209,Statement/Declaration,Belarus: Statement by High Representative Josep Borrell on the International Day of Solidarity with Political Prisoners,21.05.2023,https://www.eeas.europa.eu/eeas/belarus-statement-high-representative-josep-borrell-international-day-solidarity-political-prisoners_en,Ukraine,Eastern Europe
210,Statement/Declaration,G7 Leaders’ Statement on Ukraine,19.05.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/05/19/g7-leaders-statement-on-ukraine/?utm_source=dsms-auto&utm_medium=email&utm_campaign=G7+Leaders%u2019+Statement+on+Ukraine,Ukraine,Eastern Europe || Ukraine
211,Press release,Ukraine: 8th Human Rights Dialogue takes place in Kyiv,26.04.2023,https://www.eeas.europa.eu/eeas/ukraine-8th-human-rights-dialogue-takes-place-kyiv_en,Ukraine,Eastern Europe || UDHR 75 || Ukraine
212,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,24.04.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting-4_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
213,Council conclusions,"Main results - Foreign Affairs Council, 24 April 2023",24.04.2023,https://www.consilium.europa.eu/en/meetings/fac/2023/04/24/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Foreign+Affairs+Council,Ukraine,"Eastern Europe || Middle East & North Africa (MENA) || Peace, Security and Defence || Ukraine"
214,Press release,Russia's war of aggression against Ukraine: Wagner Group and RIA FAN added to the EU's sanctions list,13.04.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/04/13/russia-s-war-of-aggression-against-ukraine-wagner-group-and-ria-fan-added-to-the-eu-s-sanctions-list/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Russia%27s+war+of+aggression+against+Ukraine%3a+Wagner+Group+and+RIA+FAN+added+to+the+EU%27s+sanctions+list,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
215,Press release,Delivery and joint procurement of ammunition for Ukraine,20.03.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/03/20/delivery-and-joint-procurement-of-ammunition-for-ukraine/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Delivery+and+joint+procurement+of+ammunition+for+Ukraine,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
216,Statement/Declaration,Russia/Ukraine: Statement by the High Representative following the ICC decision concerning the arrest warrant against President Putin,19.03.2023,https://www.eeas.europa.eu/eeas/russiaukraine-statement-high-representative-following-icc-decision-concerning-arrest-warrant-against_en,Ukraine,Eastern Europe || Ukraine
217,Statement/Declaration,Russia: Statement by the High Representative on internal political oppression and human rights violations,11.03.2023,https://www.eeas.europa.eu/eeas/russia-statement-high-representative-internal-political-oppression-and-human-rights-violations_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
218,Speech/Remark,Informal Foreign Affairs Council (Defence): Press remarks by High Representative Josep Borrell at the press conference,08.03.2023,https://www.eeas.europa.eu/eeas/informal-foreign-affairs-council-defence-press-remarks-high-representative-josep-borrell-press_en,Ukraine,"Eastern Europe || Military and civilian missions and operations || NATO || Peace, Security and Defence || Ukraine"
219,Press release,Belarus: EU prolongs restrictive measures for a year,27.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/27/belarus-eu-prolongs-restrictive-measures-for-a-year/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Belarus%3a+EU+prolongs+restrictive+measures+for+a+year,Ukraine,Eastern Europe || Ukraine
220,Press release,10th package of sanctions on Russia’s war of aggression against Ukraine: the EU includes additional 87 individuals and 34 entities to the EU’s sanctions list,25.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/25/10th-package-of-sanctions-on-russia-s-war-of-aggression-against-ukraine-the-eu-includes-additional-87-individuals-and-34-entities-to-the-eu-s-sanctions-list/?utm_source=dsms-auto&utm_medium=email&utm_campaign=10th+package+of+sanctions+on+Russia%u2019s+war+of+aggression+against+Ukraine%3a+the+EU+includes+additional+87+individuals+and+34+entities+to+the+EU%u2019s+sanctions+list,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
221,Press release,Wagner Group: Council adds 11 individuals and 7 entities to EU sanctions lists,25.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/25/wagner-group-council-adds-11-individuals-and-7-entities-to-eu-sanctions-lists/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Wagner+Group%3a+Council+adds+11+individuals+and+7+entities+to+EU+sanctions+lists,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
222,Press release,"One year of Russia’s full-scale invasion and war of aggression against Ukraine, EU adopts its 10th package of economic and individual sanctions",25.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/25/one-year-of-russia-s-full-scale-invasion-and-war-of-aggression-against-ukraine-eu-adopts-its-10th-package-of-economic-and-individual-sanctions/?utm_source=dsms-auto&utm_medium=email&utm_campaign=One+year+of+Russia%u2019s+full-scale+invasion+and+war+of+aggression+against+Ukraine%2c+EU+adopts+its+10th+package+of+economic+and+individual+sanctions,Ukraine,Eastern Europe || Ukraine
223,Speech/Remark,Ukraine: Speech by High Representative/Vice-President Josep Borrell at the UN Security Council session on Ukraine,24.02.2023,https://www.eeas.europa.eu/eeas/ukraine-speech-high-representativevice-president-josep-borrell-un-security-council-session-ukraine_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Speeches HR/VP Josep Borrell || Ukraine || United Nations (UN)"
224,Speech/Remark,Ukraine: Press remarks by the High Representative following the vote at the UN General Assembly,23.02.2023,https://www.eeas.europa.eu/eeas/ukraine-press-remarks-high-representative-following-vote-un-general-assembly_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine || United Nations (UN)"
225,Statement/Declaration,Ukraine: Statement by High Representative/Vice-President Josep Borrell at the UN General Assembly Emergency Session,22.02.2023,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representativevice-president-josep-borrell-un-general-assembly-emergency_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Speeches HR/VP Josep Borrell || Ukraine"
226,Speech/Remark,United Nations/Ukraine: Remarks by High Representative/Vice-President Josep Borrell at a joint press point with Ukrainian Foreign Minister Dmytro Kuleba before the UN General Assembly Emergency Special Session on Ukraine,22.02.2023,https://www.eeas.europa.eu/eeas/united-nationsukraine-remarks-high-representativevice-president-josep-borrell-joint-press-point_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
227,Speech/Remark,Munich Security Conference: Speech by High Representative/Vice-President Josep Borrell on the European Security Architecture,19.02.2023,https://www.eeas.europa.eu/eeas/munich-security-conference-speech-high-representativevice-president-josep-borrell-european-security_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Speeches HR/VP Josep Borrell || Strategic Compass || Ukraine"
228,Press release,EU agrees on level of price caps for Russian petroleum products,04.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/04/eu-agrees-on-level-of-price-caps-for-russian-petroleum-products/,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
229,Statement/Declaration,Statement by President von der Leyen at the joint press conference with Ukrainian President Zelenskyy,02.02.2023,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_23_546,Ukraine,Eastern Europe || Ukraine
230,Press release,Ukraine: Council agrees on further military support under the European Peace Facility,02.02.2023,https://www.consilium.europa.eu/en/press/press-releases/2023/02/02/ukraine-council-agrees-on-further-military-support-under-the-european-peace-facility/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Ukraine%3a+Council+agrees+on+further+military+support+under+the+European+Peace+Facility,Ukraine,"Eastern Europe || EUROPEAN PEACE FACILITY || Peace, Security and Defence || Ukraine"
231,Press release,Ukraine: Joint discussion on the consequences of the illegal annexation of Crimea and Sevastopol,17.01.2023,https://www.eeas.europa.eu/eeas/ukraine-joint-discussion-consequences-illegal-annexation-crimea-and-sevastopol-1_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
232,Press release,Ukraine: High Representative/Vice-President Josep Borrell and Foreign Minister Dmytro Kuleba discuss the latest development in Ukraine,06.01.2023,https://www.eeas.europa.eu/eeas/ukraine-high-representativevice-president-josep-borrell-and-foreign-minister-dmytro-kuleba-discuss_en,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
233,Press release,Russia’s war of aggression against Ukraine: the EU blacklists additional 141 individuals and 49 entities,16.12.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/12/16/russia-s-war-of-aggression-against-ukraine-the-eu-blacklists-additional-141-individuals-and-49-entities/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Russia%u2019s+war+of+aggression+against+Ukraine%3a+the+EU+blacklists+additional+141+individuals+and+49+entities,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
234,Council conclusions,"Main results - Foreign Affairs Council, 12 December 2022",12.12.2022,https://www.consilium.europa.eu/en/meetings/fac/2022/12/12/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Foreign+Affairs+Council,Ukraine,"Eastern Europe || JCPOA || Peace, Security and Defence || Ukraine || Western Balkans"
235,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,12.12.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting-3_en,Ukraine,"Eastern Europe || EULEX || EUROPEAN PEACE FACILITY || JCPOA || Military and civilian missions and operations || Peace, Security and Defence || Ukraine || Western Balkans"
236,Statement/Declaration,G7 Leaders’ Statement,12.12.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/12/12/g7-leaders-statement/?utm_source=dsms-auto&utm_medium=email&utm_campaign=G7+Leaders%u2019+Statement,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
237,Press release,"Main results - Eastern Partnership Foreign Ministers meeting, 12 December 2022",12.12.2022,https://www.consilium.europa.eu/en/meetings/international-ministerial-meetings/2022/12/12/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Eastern+Partnership+Foreign+Ministers+meeting,Ukraine,Eastern Europe
238,Press release,Council adopts €18 billion assistance to Ukraine,10.12.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/12/10/council-adopts-18-billion-assistance-to-ukraine/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Council+adopts+%u20ac18+billion+assistance+to+Ukraine,Ukraine,Eastern Europe || Ukraine
239,Press release,Council adopts decision not to accept Russian documents issued in Ukraine and Georgia,08.12.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/12/08/council-adopts-decision-not-to-accept-russian-documents-issued-in-ukraine-and-georgia/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Council+adopts+decision+not+to+accept+Russian+documents+issued+in+Ukraine+and+Georgia,Ukraine,Eastern Europe || Ukraine
240,Q&A,"Questions and Answers: G7 agrees oil price cap to reduce Russia's revenues, while keeping global energy markets stable",03.12.2022,https://ec.europa.eu/commission/presscorner/detail/en/QANDA_22_7469,Ukraine,Eastern Europe || Ukraine
241,Press release,"G7 agrees oil price cap: reducing Russia's revenues, while keeping global energy markets stable",03.12.2022,https://ec.europa.eu/commission/presscorner/detail/en/IP_22_7468,Ukraine,Eastern Europe || Ukraine
242,Press release,Russian oil: EU agrees on level of price cap,03.12.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/12/03/russian-oil-eu-agrees-on-level-of-price-cap/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Russian+oil%3a+EU+agrees+on+level+of+price+cap,Ukraine,Eastern Europe || Ukraine
243,Speech/Remark,EUMAM Ukraine: Press remarks by High Representative Josep Borrell during his visit to the Brzeg training facility,02.12.2022,https://www.eeas.europa.eu/eeas/eumam-ukraine-press-remarks-high-representative-josep-borrell-during-his-visit-brzeg-training_en,Ukraine,"Eastern Europe || Military and civilian missions and operations || Peace, Security and Defence || Ukraine"
244,Press release,Eastern Partnership: Visit of EU Special Envoys to Armenia and Azerbaijan,18.11.2022,https://www.eeas.europa.eu/eeas/eastern-partnership-visit-eu-special-envoys-armenia-and-azerbaijan_en,Ukraine,Eastern Europe
245,Statement/Declaration,Ukraine: Statement by the High Representative Josep Borrell on the Malaysian Airlines Flight MH17 court ruling,17.11.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representative-josep-borrell-malaysian-airlines-flight-mh17-court-ruling_en,Ukraine,Eastern Europe || Ukraine
246,Statement/Declaration,Statement by the High Representative on behalf of the EU on the explosion in Poland,16.11.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/11/16/statement-by-the-high-representative-on-behalf-of-the-eu-on-the-explosion-in-poland/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Statement+by+the+High+Representative+on+behalf+of+the+EU+on+the+explosion+in+Poland,Ukraine,"Eastern Europe || Peace, Security and Defence || Ukraine"
247,Council conclusions,"Main results - Foreign Affairs Council (Defence), 15 November 2022",15.11.2022,https://www.consilium.europa.eu/en/meetings/fac/2022/11/15/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Foreign+Affairs+Council+(Defence),Ukraine,"Eastern Europe || Military and civilian missions and operations || Peace, Security and Defence || PESCO || Strategic Compass || Ukraine"
248,Speech/Remark,Foreign Affairs Council (Defence): Press remarks by High Representative Josep Borrell after the meeting,15.11.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-defence-press-remarks-high-representative-josep-borrell-after-meeting_en,Ukraine,"Eastern Europe || Military and civilian missions and operations || Peace, Security and Defence || Strategic Compass || Ukraine"
249,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,14.11.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting-2_en,Ukraine,"Eastern Europe || Military and civilian missions and operations || Peace, Security and Defence || Ukraine || Western Balkans"
250,Press release,"Foreign Affairs Council, 14 November 2022",14.11.2022,https://www.consilium.europa.eu/en/meetings/fac/2022/11/14/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Foreign+Affairs+Council,Ukraine,Eastern Europe || Western Balkans
251,Press release,Commission proposes a support package of up to €18 billion for Ukraine for 2023: Questions and Answers,09.11.2022,https://ec.europa.eu/commission/presscorner/detail/en/QANDA_22_6701,Ukraine,Eastern Europe || Ukraine
252,Speech/Remark,G7: Press remarks by High Representative/Vice-President Josep Borrell after the first day of the Ministerial meeting,03.11.2022,https://www.eeas.europa.eu/eeas/g7-press-remarks-high-representativevice-president-josep-borrell-after-first-day-ministerial-meeting_en,Ukraine,"Eastern Europe || Military and civilian missions and operations || Peace, Security and Defence || Ukraine || Western Balkans"
253,Statement/Declaration,Ukraine: Statement by the Spokesperson on Russian conscription and mobilisation in Crimea,01.11.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-spokesperson-russian-conscription-and-mobilisation-crimea_en,Ukraine,Eastern Europe || Ukraine
254,Statement/Declaration,Russia: Statement by the High Representative on behalf of the EU on Russia’s decision to suspend its participation in the UN Black Sea Grain Initiative,31.10.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/10/31/russia-statement-by-the-high-representative-on-behalf-of-the-eu-on-russia-s-decision-to-suspend-its-participation-in-the-un-black-sea-grain-initiative/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Russia%3a+Statement+by+the+High+Representative+on+behalf+of+the+EU+on+Russia%u2019s+decision+to+suspend+its+participation+in+the+UN+Black+Sea+Grain+Initiative,Ukraine,Eastern Europe || Ukraine
255,Speech/Remark,Russia: Speech on behalf of High Representative/Vice-President Josep Borrell at the EP debate on the possible recognition of Russia as a state sponsor of terrorism,19.10.2022,https://www.eeas.europa.eu/eeas/russia-speech-behalf-high-representativevice-president-josep-borrell-ep-debate-possible-recognition_en,Ukraine,Eastern Europe || Ukraine
256,Press release,Moldova: High Representative Borrell met with Foreign Minister Nicu Popescu,13.10.2022,https://www.eeas.europa.eu/eeas/moldova-high-representative-borrell-met-foreign-minister-nicu-popescu_en,Ukraine,Eastern Europe || Ukraine
257,Speech/Remark,Ukraine: Press remarks by High Representative Josep Borrell after his address at the UN Security Council,22.09.2022,https://www.eeas.europa.eu/eeas/ukraine-press-remarks-high-representative-josep-borrell-after-his-address-un-security-council_en,Ukraine,Eastern Europe || Ukraine || UNGA77
258,Speech/Remark,Ukraine: Speech by High Representative Josep Borrell at the UN Security Council,22.09.2022,https://www.eeas.europa.eu/eeas/ukraine-speech-high-representative-josep-borrell-un-security-council_en,Ukraine,Eastern Europe || Speeches HR/VP Josep Borrell || Ukraine || UNGA77
259,Speech/Remark,Ukraine: Press remarks by High Representative Josep Borrell in the UN on the latest escalation by Russia,21.09.2022,https://www.eeas.europa.eu/eeas/ukraine-press-remarks-high-representative-josep-borrell-un-latest-escalation-russia_en,Ukraine,Eastern Europe || Ukraine || UNGA77
